시군구명,line,역명,lat,lng
강남구,02호선,삼성,37.508844,127.06316
강남구,02호선,선릉,37.504503,127.049008
강남구,02호선,역삼,37.500622,127.036456
강남구,02호선,강남,37.497175,127.027926
강남구,03호선,매봉,37.486947,127.046769
강남구,03호선,도곡,37.490858,127.055381
강남구,03호선,대치,37.494612,127.063642
강남구,03호선,학여울,37.496663,127.070594
강남구,03호선,대청,37.493514,127.079532
강남구,03호선,일원,37.483681,127.08439
강남구,03호선,수서,37.487371,127.10188
강남구,03호선,압구정,37.527072,127.028461
강남구,03호선,신사,37.516334,127.020114
강남구,07호선,강남구청,37.517186,127.04128
강남구,07호선,학동,37.514229,127.031656
강남구,07호선,논현,37.511093,127.021415
강남구,07호선,청담,37.519365,127.05335
강남구,09호선,선정릉,37.51098,127.043593
강남구,09호선,삼성중앙,37.513011,127.053282
강남구,09호선,봉은사,37.514219,127.060245
강남구,09호선,신논현,37.504598,127.02506
강남구,09호선,언주,37.507287,127.033868
강남구,분당선,한티,37.496237,127.052873
강남구,분당선,구룡,37.486839,127.058856
강남구,분당선,개포동,37.489116,127.06614
강남구,분당선,대모산입구,37.491373,127.07272
강남구,분당선,압구정로데오,37.527381,127.040534
강동구,05호선,둔촌동,37.527788,127.136248
강동구,05호선,천호,37.538397,127.123572
강동구,05호선,강동,37.535804,127.132481
강동구,05호선,길동,37.537801,127.140004
강동구,05호선,굽은다리,37.545477,127.142853
강동구,05호선,명일,37.55137,127.143999
강동구,05호선,고덕,37.555004,127.154151
강동구,05호선,상일동,37.556712,127.166417
강동구,08호선,암사,37.55021,127.127562
강동구,09호선,중앙보훈병원,37.52954127,127.1490181
강북구,04호선,수유,37.638052,127.025732
강북구,04호선,미아,37.62667,127.025983
강북구,04호선,미아사거리,37.613292,127.030053
강북구,우이신설경전철,북한산우이,37.663146,127.012789
강북구,우이신설경전철,솔밭공원,37.656088,127.013252
강북구,우이신설경전철,4.19민주묘지,37.649593,127.013746
강북구,우이신설경전철,가오리,37.641701,127.016792
강북구,우이신설경전철,삼양사거리,37.621512,127.02048
강북구,우이신설경전철,솔샘,37.62124,127.013528
강북구,우이신설경전철,화계,37.634802,127.017519
강북구,우이신설경전철,삼양,37.627165,127.018152
강서구,02호선,까치산,37.531768,126.846683
강서구,05호선,방화,37.577446,126.812741
강서구,05호선,개화산,37.572399,126.806171
강서구,05호선,김포공항,37.562434,126.801058
강서구,05호선,송정,37.561184,126.811973
강서구,05호선,마곡,37.560183,126.825448
강서구,05호선,발산,37.558598,126.837668
강서구,05호선,우장산,37.548768,126.836318
강서구,05호선,화곡,37.541513,126.840461
강서구,09호선,개화,37.578608,126.798153
강서구,09호선,공항시장,37.563726,126.810678
강서구,09호선,신방화,37.567532,126.816601
강서구,09호선,마곡나루,37.567336,126.829497
강서구,09호선,양천향교,37.568381,126.841333
강서구,09호선,증미,37.557402,126.861939
강서구,09호선,염창,37.546936,126.874916
강서구,09호선,가양,37.561391,126.854456
관악구,02호선,낙성대,37.47693,126.963693
관악구,02호선,서울대입구,37.481247,126.952739
관악구,02호선,봉천,37.482362,126.941892
관악구,02호선,신림,37.484201,126.929715
관악구,02호선,신대방,37.487462,126.913149
광진구,02호선,강변,37.535095,127.094681
광진구,02호선,건대입구,37.540693,127.07023
광진구,02호선,구의,37.537077,127.085916
광진구,05호선,군자,37.557121,127.079542
광진구,05호선,아차산,37.551691,127.089761
광진구,05호선,광나루,37.545303,127.10357
광진구,07호선,중곡,37.565923,127.08432
광진구,07호선,어린이대공원,37.548014,127.074658
광진구,07호선,뚝섬유원지,37.53154,127.066704
구로구,01호선,신도림,37.508725,126.891295
구로구,01호선,구로,37.503039,126.881966
구로구,01호선,개봉,37.494594,126.85868
구로구,01호선,오류동,37.494526,126.845365
구로구,02호선,구로디지털단지,37.485266,126.901401
구로구,02호선,대림,37.49297,126.895801
구로구,02호선,도림천,37.514287,126.882768
구로구,07호선,남구로,37.486056,126.887249
구로구,07호선,천왕,37.486637,126.838713
구로구,07호선,온수,37.492258,126.823388
금천구,01호선,가산디지털단지,37.481072,126.882343
금천구,01호선,금천구청,37.455626,126.89398
노원구,01호선,광운대,37.623632,127.061835
노원구,01호선,월계,37.633212,127.058831
노원구,01호선,녹천,37.644799,127.051269
노원구,01호선,석계,37.614805,127.065851
노원구,04호선,당고개,37.670272,127.079066
노원구,04호선,상계,37.660878,127.073572
노원구,04호선,노원,37.655128,127.061368
노원구,06호선,태릉입구,37.617983,127.07512
노원구,06호선,화랑대,37.620064,127.084689
노원구,07호선,수락산,37.67785,127.055315
노원구,07호선,마들,37.66494,127.057675
노원구,07호선,중계,37.644583,127.064303
노원구,07호선,하계,37.636352,127.06799
노원구,07호선,공릉,37.625742,127.072896
도봉구,01호선,창동,37.653166,127.047731
도봉구,01호선,방학,37.667503,127.044273
도봉구,01호선,도봉,37.679563,127.045595
도봉구,01호선,도봉산,37.689313,127.046222
도봉구,04호선,쌍문,37.648627,127.034709
동대문구,01호선,회기,37.58946,127.057583
동대문구,01호선,외대앞,37.596073,127.063549
동대문구,01호선,신이문,37.601854,127.067325
동대문구,01호선,신설동,37.575297,127.025087
동대문구,01호선,제기동,37.578103,127.034893
동대문구,01호선,청량리,37.580178,127.046835
동대문구,02호선,용두,37.574028,127.038091
동대문구,05호선,장한평,37.56144,127.064623
동작구,01호선,노량진,37.514219,126.942454
동작구,02호선,사당,37.47653,126.981685
동작구,04호선,동작,37.502971,126.979306
동작구,04호선,총신대입구,37.486263,126.981989
동작구,07호선,이수,37.486263,126.981989
동작구,07호선,남성,37.484596,126.971251
동작구,07호선,숭실대입구,37.496029,126.953822
동작구,07호선,상도,37.502834,126.94791
동작구,07호선,장승배기,37.504898,126.93915
동작구,07호선,신대방삼거리,37.499701,126.928276
동작구,09호선,흑석,37.50877,126.963708
동작구,09호선,노들,37.512887,126.953222
마포구,02호선,합정,37.549463,126.913739
마포구,02호선,홍대입구,37.557192,126.925381
마포구,02호선,이대,37.556733,126.946013
마포구,02호선,아현,37.557345,126.956141
마포구,05호선,애오개,37.553736,126.95682
마포구,05호선,마포,37.539574,126.945932
마포구,05호선,공덕,37.544018,126.951592
마포구,06호선,망원,37.556094,126.910052
마포구,06호선,상수,37.547716,126.922852
마포구,06호선,광흥창,37.547456,126.931993
마포구,06호선,대흥,37.547771,126.942069
마포구,06호선,디지털미디어시티,37.576646,126.900984
마포구,06호선,월드컵경기장,37.569532,126.899298
마포구,06호선,마포구청,37.563515,126.903343
마포구,경의선,서강대,37.551881,126.935711
서대문구,02호선,신촌,37.555134,126.936893
서대문구,02호선,충정로,37.559973,126.963672
서대문구,03호선,홍제,37.589066,126.943736
서대문구,03호선,무악재,37.582299,126.950291
서대문구,05호선,서대문,37.565773,126.966641
서대문구,경의선,가좌,37.568491,126.915487
서초구,02호선,교대,37.493415,127.01408
서초구,02호선,방배,37.481426,126.997596
서초구,02호선,서초,37.491897,127.007917
서초구,03호선,양재,37.484147,127.034631
서초구,03호선,잠원,37.512759,127.01122
서초구,03호선,고속터미널,37.50481,127.004943
서초구,03호선,남부터미널,37.485013,127.016189
서초구,04호선,남태령,37.463873,126.989134
서초구,07호선,반포,37.508178,127.011727
서초구,07호선,내방,37.487618,126.993513
서초구,09호선,구반포,37.501364,126.987332
서초구,09호선,신반포,37.503415,126.995925
서초구,09호선,사평,37.504206,127.015259
성동구,02호선,용답,37.561904,127.050899
성동구,02호선,한양대,37.555273,127.043655
성동구,02호선,뚝섬,37.547184,127.047367
성동구,02호선,성수,37.544581,127.055961
성동구,02호선,신답,37.57004,127.046481
성동구,02호선,왕십리,37.561533,127.037732
성동구,02호선,상왕십리,37.564354,127.029354
성동구,03호선,금호,37.548034,127.015872
성동구,03호선,옥수,37.540685,127.017965
성동구,05호선,신금호,37.554548,127.020331
성동구,05호선,행당,37.557322,127.029476
성동구,05호선,마장,37.5661,127.042973
성동구,05호선,답십리,37.566747,127.052704
성동구,경의선,응봉,37.549946,127.034538
성동구,분당선,서울숲,37.543617,127.044707
성북구,04호선,길음,37.603407,127.025053
성북구,04호선,성신여대입구,37.592624,127.016403
성북구,04호선,한성대입구,37.588458,127.006221
성북구,06호선,보문,37.585286,127.019381
성북구,06호선,안암,37.586272,127.029005
성북구,06호선,고려대,37.590508,127.036296
성북구,06호선,월곡,37.601948,127.041518
성북구,06호선,상월곡,37.606377,127.048491
성북구,06호선,돌곶이,37.610537,127.056431
성북구,우이신설경전철,북한산보국문,37.612343,127.008009
성북구,우이신설경전철,정릉,37.602798,127.01349
송파구,02호선,잠실나루,37.520733,127.10379
송파구,02호선,잠실,37.51395,127.102234
송파구,02호선,잠실새내,37.511687,127.086162
송파구,02호선,종합운동장,37.510997,127.073642
송파구,03호선,가락시장,37.492522,127.118234
송파구,03호선,경찰병원,37.495918,127.12454
송파구,03호선,오금,37.502162,127.128111
송파구,05호선,올림픽공원,37.516078,127.130848
송파구,05호선,방이,37.508857,127.126133
송파구,05호선,개롱,37.498079,127.13482
송파구,05호선,거여,37.493105,127.14415
송파구,05호선,마천,37.49499,127.152781
송파구,08호선,강동구청,37.530341,127.120508
송파구,08호선,몽촌토성,37.517409,127.112359
송파구,08호선,석촌,37.505431,127.106979
송파구,08호선,송파,37.499703,127.112183
송파구,08호선,문정,37.485855,127.1225
송파구,08호선,장지,37.478703,127.126191
송파구,08호선,복정,37.470047,127.126662
송파구,09호선,석촌고분,37.50233,127.097085
송파구,09호선,송파나루,37.51025675,127.1122328
송파구,09호선,한성백제,37.51642791,127.1162471
송파구,09호선,둔촌오륜,37.51930449,127.1386428
송파구,09호선,삼전,37.50470423,127.0877678
양천구,02호선,신정네거리,37.520074,126.852912
양천구,02호선,양천구청,37.512398,126.865819
양천구,05호선,신정,37.524997,126.856191
양천구,05호선,목동,37.526065,126.864931
양천구,05호선,오목교,37.524496,126.875181
양천구,09호선,등촌,37.550632,126.865689
양천구,09호선,신목동,37.544277,126.88308
영등포구,01호선,대방,37.513342,126.926382
영등포구,01호선,영등포,37.515504,126.907628
영등포구,01호선,신길,37.517122,126.917169
영등포구,02호선,문래,37.517933,126.89476
영등포구,02호선,영등포구청,37.52497,126.895951
영등포구,02호선,당산,37.53438,126.902281
영등포구,05호선,영등포시장,37.522669,126.905139
영등포구,05호선,여의도,37.521624,126.924191
영등포구,05호선,여의나루,37.527098,126.932901
영등포구,07호선,보라매,37.499872,126.920428
영등포구,07호선,신풍,37.50008,126.90993
영등포구,09호선,선유도,37.53802,126.893525
영등포구,09호선,샛강,37.517274,126.928422
영등포구,09호선,국회의사당,37.528105,126.917874
용산구,01호선,남영,37.541021,126.9713
용산구,01호선,용산,37.529849,126.964561
용산구,04호선,숙대입구,37.54456,126.972106
용산구,04호선,삼각지,37.534777,126.97311
용산구,04호선,신용산,37.52917,126.967894
용산구,04호선,이촌,37.522272,126.974345
용산구,06호선,효창공원앞,37.539261,126.961351
용산구,06호선,녹사평,37.534675,126.986695
용산구,06호선,이태원,37.534488,126.994302
용산구,06호선,한강진,37.539631,127.001725
용산구,경의선,서빙고,37.519594,126.988537
용산구,경의선,한남,37.52943,127.009169
은평구,03호선,구파발,37.636763,126.918821
은평구,03호선,연신내,37.619001,126.921008
은평구,03호선,불광,37.610469,126.929887
은평구,03호선,녹번,37.600927,126.935756
은평구,06호선,응암,37.598605,126.915577
은평구,06호선,역촌,37.606021,126.922744
은평구,06호선,독바위,37.618456,126.933031
은평구,06호선,구산,37.611377,126.91727
은평구,06호선,새절,37.591148,126.913629
은평구,06호선,증산,37.583876,126.909645
은평구,경의선,수색,37.580842,126.895611
종로구,01호선,종로3가,37.571607,126.991806
종로구,01호선,종로5가,37.570926,127.001849
종로구,01호선,동대문,37.57142,127.009745
종로구,01호선,동묘앞,37.572627,127.016429
종로구,01호선,종각,37.570161,126.982923
종로구,03호선,경복궁,37.575762,126.97353
종로구,03호선,안국,37.576477,126.985443
종로구,03호선,독립문,37.574571,126.957748
종로구,04호선,혜화,37.582336,127.001844
종로구,05호선,광화문,37.571026,126.976669
종로구,06호선,창신,37.579661,127.015241
중구,01호선,서울,37.554648,126.972559
중구,01호선,시청,37.564718,126.977108
중구,02호선,을지로입구,37.566014,126.982618
중구,02호선,을지로3가,37.566295,126.99191
중구,02호선,을지로4가,37.566941,126.998079
중구,02호선,동대문역사문화공원,37.565138,127.007896
중구,02호선,신당,37.565972,127.01782
중구,03호선,동대입구,37.559052,127.005602
중구,03호선,약수,37.55434,127.010655
중구,03호선,충무로,37.561243,126.99428
중구,04호선,명동,37.560989,126.986325
중구,04호선,회현,37.558514,126.978246
중구,05호선,청구,37.560245,127.013828
중구,06호선,버티고개,37.548013,127.007055
중랑구,06호선,봉화산,37.617283,127.091401
중랑구,06호선,신내,37.612887,127.103218
중랑구,07호선,사가정,37.580894,127.088478
중랑구,07호선,용마산,37.573647,127.086727
중랑구,07호선,중화,37.602545,127.079264
중랑구,07호선,상봉,37.596362,127.085032
중랑구,07호선,면목,37.588579,127.087503
중랑구,07호선,먹골,37.610637,127.077725
중랑구,경의선,중랑,37.594917,127.076116
중랑구,경의선,망우,37.59955,127.091909
